scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels,gt_area_ratio,gt_components,AddTP,AddFP,RemoveTP,RemoveFP,aud_iou,aud_gt_response,aud_nearfp_response,aud_gap,aud_auroc,aud_coverage,aud_precision,aud_area,aud_entropy,ogl_iou,ogl_gt_response,ogl_nearfp_response,ogl_gap,ogl_auroc,ogl_coverage,ogl_precision,ogl_area,ogl_entropy,delta_iou,group,auto_taxonomy,spatial_error,audio_condition,over_diagnosis,size_bin,size_quartile,spatial_error_manual,manual_notes
144k,vggss,2587,Rg971GlT_Ro_000021,"pigeon, dove cooing",5.718023385270499e-05,5.699438042938709e-05,5.5531318139401264e-06,5.5531318139401264e-06,8.647938375361264e-05,9.74998256424442e-05,1.846807026595343e-05,2.166485319321509e-05,1.4626329175371213e-05,5.5531318139401264e-06,5.266404059511842e-06,4.236805034452118e-05,0.0,0.59375,0.5,False,0.2566275596618652,"[1418, 3558, 735, 2412]","[""DmJL3kSguyw_000023"", ""cQqDrbtd9Ec_000050"", ""6iZZQvXNBnI_000009"", ""PX2xcfpGynA_000009""]","[""eagle screaming"", ""sharpen knife"", ""lions growling"", ""subway, metro, underground""]",0.0150669642857142,1,0,1551,0,1973,0.0381106014014215,0.8091943860054016,0.7956691980361938,0.0135251879692077,0.6079254150390625,1.0,0.0381106014014215,0.3953483737244898,0.9928042980107754,0.0389389647180015,0.9048067331314088,0.9030877351760864,0.0017189979553222,0.487701416015625,1.0,0.0389389647180015,0.3869379783163265,0.988344274904036,0.0008283633165799,B_close,OVER,,,PERSISTENT_OVER,small,Q1,,
144k,vggss,2588,RgyqhpOJFM4_000030,playing cello,6.863254384370521e-05,0.0001622330019017,0.0001152997720055,2.1793641280964948e-05,0.0001273648813366,6.342305277939886e-05,4.315542537369765e-05,8.75821424415335e-05,3.0408871680265293e-05,2.1793641280964948e-05,8.66600930748973e-06,0.0001318241265835,9.350613254355268e-05,0.15625,0.0,True,0.1874394863843917,"[1225, 2209, 1524, 3991]","[""BqY5blRv2Lw_000090"", ""MyjxrBI9k4o_000080"", ""F1X7egd8Us0_000030"", ""hl6DOlVU-CQ_000024""]","[""playing theremin"", ""playing electric guitar"", ""playing acoustic guitar"", ""telephone bell ringing""]",0.286750637755102,1,20,390,553,3720,0.3954470350651735,0.8203009963035583,0.8014439344406128,0.0188570618629455,0.6263580322265625,0.898248553276062,0.4139919277339996,0.6221699617346939,0.995045543990249,0.4221518124829654,0.7695037126541138,0.7475290298461914,0.0219746828079223,0.5910797119140625,0.8612037897109985,0.4529702065435935,0.5451809630102041,0.9938514346368198,0.0267047774177919,B_close,OVER,,,PERSISTENT_OVER,large,Q3,,
144k,vggss,2589,Rhl5nDCU0u0_000060,playing harp,1.4924469724064691e-05,5.520995910046622e-05,1.7628553905524313e-05,4.73449881610577e-06,7.036241731839254e-05,4.6258894144557416e-05,1.3079876225674523e-05,3.5669596400111914e-05,9.40620793699054e-06,4.73449881610577e-06,2.975609504574095e-06,4.580375025398098e-05,1.2894055544165894e-05,0.125,0.0,True,0.1703715771436691,"[2750, 11, 436, 1044]","[""Ts04bBeY1d4_000030"", ""-7TanrCbmME_000030"", ""3MUeg3nD2OU_000120"", ""ADtA2TMXVvo_000042""]","[""playing acoustic guitar"", ""child singing"", ""playing acoustic guitar"", ""playing cornet""]",0.3964046556122449,1,895,652,392,520,0.4631003039513678,0.644751250743866,0.762010395526886,-0.11725914478302,0.3166046142578125,0.5745097994804382,0.7048482605477424,0.3231026785714285,0.9840929037268218,0.480912645624219,0.658116340637207,0.7879520654678345,-0.1298357248306274,0.3133087158203125,0.5997989177703857,0.7081379474090342,0.335758131377551,0.9818387932280446,0.0178123416728511,B_close,GOOD,,,,very_large,Q3,,
144k,vggss,2590,RhmN8ktt5FI_000320,church bell ringing,2.409661465208046e-05,3.9265996747417375e-05,2.795434556901455e-05,2.795434556901455e-05,5.104613228468224e-05,1.7719870811561123e-05,2.976578070956748e-05,3.674026083899662e-05,2.8527867470984347e-05,2.795434556901455e-05,6.498009383903991e-07,1.0738129276433028e-05,0.0,0.0,0.0,False,0.726528525352478,"[3066, 1583, 1838, 1630]","[""Xb7lSqbJYog_000490"", ""Fz-dxPOWP58_000038"", ""IevRzGh8uMs_000134"", ""GXRooshOGuc_000030""]","[""helicopter"", ""baby crying"", ""train whistling"", ""playing banjo""]",0.3740433673469387,1,0,0,1240,6410,0.596183599793708,0.8271393179893494,0.7678249478340149,0.0593143701553344,0.7051239013671875,0.9855072498321532,0.6014568158168574,0.6128826530612245,0.99464806558903,0.7010644348744617,0.7889519929885864,0.6715221405029297,0.1174298524856567,0.779449462890625,0.9194373488426208,0.7469483161631028,0.4604193239795918,0.9904555539932864,0.1048808350807536,A_ogl_help,GOOD,,,,very_large,Q3,,
144k,vggss,2591,RhsXiHgKzyY_000023,gibbon howling,4.994727351004258e-05,4.083496241946705e-05,2.208712976425886e-05,6.10848655924201e-06,6.058930375729688e-05,2.7771015083999373e-05,2.532348116801586e-05,4.2729352571768686e-05,1.696919025562238e-05,6.10848655924201e-06,7.242419997055549e-06,2.3865772163844667e-05,1.597864320501685e-05,0.375,0.75,False,0.4155554175376892,"[3959, 1525, 1357, 3317]","[""hHbJRPjqgXQ_000090"", ""F4JohaJr23s_000072"", ""DEGSyVygE98_000110"", ""_cb_U_z_Ct0_000030""]","[""race car, auto racing"", ""civil defense siren"", ""car engine starting"", ""lawn mowing""]",0.40625,1,27,0,1665,5535,0.3553065713500137,0.6219691038131714,0.7525272369384766,-0.1305581331253051,0.315521240234375,0.5071624517440796,0.5426771653543307,0.3796635841836734,0.994345220706523,0.3692542761342897,0.5717877149581909,0.70481938123703,-0.1330316662788391,0.3432159423828125,0.4268053472042084,0.7325082091437232,0.2367067920918367,0.9897346122334164,0.0139477047842759,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,very_large,Q3,,
144k,vggss,2592,Ri47GANmuQ4_000016,elephant trumpeting,8.443309343419969e-05,5.7485420256853104e-05,3.778253812924959e-05,9.851841241470538e-06,4.108095163246617e-05,1.8245358660351485e-05,1.7608395864954218e-05,2.927796231233515e-05,1.2839826013077982e-05,9.851841241470538e-06,2.924440877904999e-06,4.4645596062764525e-05,2.793069688777905e-05,1.0,1.0,False,0.2233579605817794,"[4728, 2296, 3054, 546]","[""ryWnOaICR80_000014"", ""NyWZtL6Essc_000038"", ""XUCh79kkapE_000049"", ""4cgDBRTdmq0_000221""]","[""cat hissing"", ""people belly laughing"", ""penguins braying"", ""air horn""]",0.0623405612244898,1,0,174,0,6818,0.1289418360196216,0.9158888459205629,0.8810567855834961,0.0348320603370666,0.626495361328125,1.0,0.1289418360196216,0.4834781568877551,0.9892273448523884,0.1775759296054499,0.9503868222236632,0.8781957626342773,0.0721910595893859,0.817047119140625,1.0,0.1775759296054499,0.3510642538265306,0.98634181554999,0.0486340935858283,B_close,OVER,,,PERSISTENT_OVER,medium,Q1,,
144k,vggss,2593,Rj0cmUyZfR4_000030,mouse squeaking,9.145243529928848e-05,0.0001047389596351,7.226267189253122e-05,5.751891512773e-05,0.0001224089210154,4.010152406408452e-05,7.362775068031624e-05,9.309025335824116e-05,6.635421596001834e-05,5.751891512773e-05,6.616525752178859e-06,3.83847436751239e-05,1.474375676480122e-05,0.25,0.25,False,0.6335198879241943,"[3415, 4572, 4997, 2762]","[""a_HZ5bMXveM_000033"", ""pyDI0mBb2Gc_000005"", ""x0fI4QXOz9M_000030"", ""U2Ek06LbrYs_000030""]","[""baltimore oriole calling"", ""people hiccup"", ""dog barking"", ""crow cawing""]",0.40625,1,0,0,1448,2064,0.6215344938749194,0.7484930157661438,0.6176286339759827,0.1308643817901611,0.7393951416015625,0.7566719055175781,0.7767929089443997,0.3957270408163265,0.9909503974207404,0.6142756680731364,0.6828532814979553,0.5470829010009766,0.1357703804969787,0.741455078125,0.6856358051300049,0.8551150269211943,0.3257334183673469,0.9868567487747124,-0.007258825801783,B_close,GOOD,,,,very_large,Q3,,
144k,vggss,2594,Rj8hpFBBSi0_000092,snake rattling,2.4297913114423864e-05,3.607063990784809e-05,9.946788850356825e-06,8.516075467923656e-06,3.867559280479327e-05,3.114007267868146e-05,1.0307815500709694e-05,1.4526547602145e-05,9.583124665368814e-06,8.516075467923656e-06,6.509670242849097e-07,2.6487516151973978e-05,1.4307133824331686e-06,0.5,0.5,False,0.2656765878200531,"[2130, 380, 4905, 1909]","[""M83GjpnyZgo_000018"", ""2kdJKmgMcxU_000000"", ""v7RnP9pIjwU_000343"", ""JV2OwVsxY_0_000000""]","[""mynah bird singing"", ""cow lowing"", ""opening or closing car electric windows"", ""otter growling""]",0.2098612882653061,1,105,361,447,1583,0.3043356903609974,0.7365735769271851,0.7619876861572266,-0.0254141092300415,0.3846893310546875,0.9319088459014891,0.3112570177942715,0.6283282844387755,0.9934883203625072,0.3052994648958803,0.785268247127533,0.7522811889648438,0.0329870581626892,0.617431640625,0.8994302153587341,0.3160898441411073,0.5971580038265306,0.9922231918134712,0.0009637745348829,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
144k,vggss,2595,RliBuXFTL-o_000036,electric grinder grinding,5.672504994436167e-05,7.154056947911158e-05,3.6905847082380205e-05,2.132056215486955e-05,6.264435069169849e-05,2.7583764676819555e-05,2.976473479066044e-05,4.33274544775486e-05,2.5939472834579647e-05,2.132056215486955e-05,3.132556912532891e-06,4.5601096644531935e-05,1.5585284927510656e-05,0.53125,0.25,False,0.3625840842723846,"[2363, 4093, 2057, 1224]","[""Op6UazVNEQg_000003"", ""jU0LDjmqrRw_000030"", ""LBxiUTpsRxQ_000020"", ""BqCBBcWN9bw_000023""]","[""telephone bell ringing"", ""ocean burbling"", ""canary calling"", ""people battle cry""]",0.3054448341836734,1,0,2,2135,7476,0.4303769153338552,0.7608738541603088,0.6578322649002075,0.1030415892601013,0.7068328857421875,0.7532297968864441,0.5010199210103728,0.4592036033163265,0.9940768280640684,0.4862783606387927,0.6658081412315369,0.5544003248214722,0.1114078164100647,0.67010498046875,0.6139240264892578,0.7004913639070875,0.2676977040816326,0.9894407548917924,0.0559014453049374,transition,OVER,,,CALIBRATION_RECOVERABLE,very_large,Q3,,
144k,vggss,2596,Rm2XQrio0QE_000099,playing bongo,3.2968098821584135e-05,3.6407775041880086e-05,1.614834036445245e-05,1.3863765161659105e-05,5.562019214266911e-05,3.798957186518237e-05,1.724115281831473e-05,2.8639058655244295e-05,1.5884352251305245e-05,1.3863765161659105e-05,1.215177690028213e-06,2.052342279057484e-05,2.284575202793349e-06,0.40625,0.5,False,0.4362901151180267,"[3117, 3816, 745, 4115]","[""YCfGy7J2oFo_000051"", ""fkGPfJmuElE_000042"", ""6ptv5WYOzoI_000023"", ""jlgz0tRGQYM_000010""]","[""playing djembe"", ""playing glockenspiel"", ""train whistling"", ""machine gun shooting""]",0.0559630102040816,1,42,130,0,2187,0.2843988699382651,0.8468827605247498,0.6771056056022644,0.1697771549224853,0.793243408203125,0.9679487347602844,0.2871025668110278,0.1886758609693877,0.9891960646855888,0.368,0.8571240901947021,0.6806905269622803,0.1764335632324218,0.8362884521484375,0.9829059839248656,0.3703703703703703,0.1485172193877551,0.9830788095304952,0.0836011300617348,transition,OVER,other_object_or_context,target_dominant,CALIBRATION_RECOVERABLE,medium,Q1,other_object_or_context,
144k,vggss,2597,RnXiQh8x--c_000126,telephone bell ringing,4.2063122236868367e-05,5.2360577683430165e-05,1.9617751604528166e-05,1.9617751604528166e-05,5.872466863365844e-05,3.1480216421186924e-05,3.232983362977393e-05,3.793701034737751e-05,2.624553417263087e-05,1.9617751604528166e-05,4.55148438049946e-06,2.6115043510799296e-05,0.0,0.28125,0.75,False,0.5012460947036743,"[2956, 4986, 1380, 2741]","[""WJVc82XgbZk_000014"", ""wnpgfk58Ws8_000039"", ""DRSs6q_sTr4_000000"", ""Tf5WWrpzSj8_000095""]","[""woodpecker pecking tree"", ""bathroom ventilation fan running"", ""bird squawking"", ""cat growling""]",0.6328125,1,292,0,3468,2881,0.4982009211283822,0.6972293853759766,0.7818425893783569,-0.0846132040023803,0.371612548828125,0.6541005373001099,0.6764044943820224,0.611945950255102,0.9943992340649684,0.4533460458164764,0.6469589471817017,0.761246383190155,-0.1142874360084533,0.3328704833984375,0.5540753602981567,0.7137698799091204,0.4912308673469387,0.9927182995803632,-0.0448548753119058,B_close,GOOD,,,,very_large,Q4,,
144k,vggss,2598,RncwRj1HhQc_000337,people eating noodle,2.0864343241555616e-05,3.89916094718501e-05,1.3972820852359291e-05,1.2613414583029224e-05,3.558026219252497e-05,1.9944649466197006e-05,1.6887694073375314e-05,2.146460064977873e-05,1.4397723134607077e-05,1.2613414583029224e-05,1.4437233630815172e-06,2.459388633724302e-05,1.3594062693300657e-06,0.21875,0.25,False,0.3692518174648285,"[4418, 805, 3769, 1533]","[""nmRMfbrXwt0_000001"", ""7S_iHrdfrvQ_000030"", ""fE7-2gllNvE_000230"", ""FH0MZoQHSro_000030""]","[""electric shaver, electric razor shaving"", ""people whispering"", ""using sewing machines"", ""driving motorcycle""]",0.2175143494897959,1,999,2804,169,2431,0.3183433618353918,0.7713521718978882,0.8072788715362549,-0.0359266996383667,0.435516357421875,0.8289353251457214,0.3407276288038566,0.5291772959183674,0.9893506151435224,0.3430466796332314,0.7840203642845154,0.6851298213005066,0.0988905429840087,0.7181549072265625,0.904984414577484,0.3558638083228247,0.5531529017857143,0.9890297951792486,0.0247033177978396,B_close,OVER,,,PERSISTENT_OVER,large,Q2,,
144k,vggss,2599,Rnf7M43L6NI_000195,train horning,1.0515539543121122e-05,2.6201896616839804e-05,6.77227535561542e-06,6.188776751514524e-06,2.7392617994337343e-05,2.4433256839984097e-05,6.955468052183278e-06,1.0501686119823717e-05,6.526175184262684e-06,6.188776751514524e-06,3.220439452888968e-07,1.967572097782977e-05,5.83498604100896e-07,0.25,0.25,False,0.2490726262331009,"[3611, 862, 1644, 4143]","[""d8bhrEHxJsA_000344"", ""8CqqK9CzuXM_000090"", ""GkStiQ3hR5g_000220"", ""k9bi4ygv1m0_000033""]","[""lathe spinning"", ""skidding"", ""chicken crowing"", ""cat hissing""]",0.2657047193877551,1,156,0,1046,2366,0.6565543292215074,0.783449649810791,0.6427261829376221,0.1407234668731689,0.7763519287109375,0.8343834280967712,0.7549372242958942,0.2936662946428571,0.98601509200494,0.7020648967551623,0.7451441884040833,0.5404163599014282,0.204727828502655,0.852203369140625,0.7676267623901367,0.8915410750065337,0.228774713010204,0.9810254207781106,0.0455105675336549,B_close,GOOD,,,,large,Q3,,
144k,vggss,2600,RoS465ZH1lg_000013,cat hissing,2.778828456939664e-05,4.117239950574003e-05,1.650339618208818e-05,1.650339618208818e-05,4.5263805077411234e-05,1.9360863007023e-05,2.4366448997170664e-05,2.8635831768042408e-05,1.9734845409402624e-05,1.650339618208818e-05,3.00205419989652e-06,2.1437554096337408e-05,0.0,0.21875,0.25,False,0.4793221950531006,"[3444, 4975, 1420, 4603]","[""awn0pAyJJYk_000030"", ""wfRWvI16wxw_000086"", ""Do5DfkHBhtg_000400"", ""qNj8RLCaoL4_000446""]","[""goat bleating"", ""lions growling"", ""chainsawing trees"", ""disc scratching""]",0.7517538265306123,1,53,0,2222,387,0.5379593747561705,0.6495458483695984,0.5410377979278564,0.1085080504417419,0.6778532608695652,0.548356294631958,0.9659552608228646,0.4267578125,0.9898525957357954,0.4864431716672797,0.6113398671150208,0.471823513507843,0.1395163536071777,0.6773777173913044,0.4908536672592163,0.9818634989659012,0.3758171237244898,0.9871521921529628,-0.0515162030888908,transition,GOOD,,,,very_large,Q4,,
144k,vggss,2601,Rp37k5_Eci0_000030,lions roaring,3.2069026929093525e-05,3.4221575333504006e-05,1.2907620657642838e-05,1.035195691656554e-05,5.541481004911475e-05,2.7096833946416155e-05,2.4160395696526397e-05,3.709678276209161e-05,1.6205494830501266e-05,1.035195691656554e-05,5.123720256960951e-06,1.801608050300274e-05,2.5556637410772964e-06,0.1875,0.25,False,0.4735461473464966,"[1763, 5078, 595, 1923]","[""HqHNS2jKgu8_000115"", ""yVZe2RGcZIE_000013"", ""5BaYRFSfA68_000206"", ""JgXnbgS_XBk_000480""]","[""cat hissing"", ""driving snowmobile"", ""electric shaver, electric razor shaving"", ""skidding""]",0.3225047831632653,1,0,0,1411,3810,0.5083539261608823,0.7823182940483093,0.7559118270874023,0.0264064669609069,0.607025146484375,0.8517488837242126,0.5577000890183702,0.4925462372448979,0.9930175318238876,0.5309187658241428,0.7204792499542236,0.6890609264373779,0.0314183235168457,0.5996246337890625,0.7645531892776489,0.6346893756733186,0.388492506377551,0.9894815512783508,0.0225648396632605,B_close,GOOD,,,,very_large,Q3,,
144k,vggss,2602,RpGRpTpEHTs_000109,disc scratching,3.79650664399378e-05,0.0001038120972225,5.4723379435017705e-05,3.573441426851787e-05,7.820701284799725e-05,2.8046517400071025e-05,4.570533928927034e-05,5.497876554727554e-05,4.141787940170616e-05,3.573441426851787e-05,4.104865638510091e-06,6.23942178208381e-05,1.898896516649984e-05,0.03125,0.0,True,0.3989696800708771,"[2373, 4080, 1304, 2496]","[""P02Zdk3amjk_000030"", ""jEU8MG1w6oo_000080"", ""Chc1xUT9KB0_000070"", ""QXnFAcMyAHA_000030""]","[""baby crying"", ""playing drum kit"", ""railroad car, train wagon"", ""playing harp""]",0.2177136479591837,2,148,79,255,2644,0.2927316626425776,0.7140222787857056,0.84197998046875,-0.1279577016830444,0.3726348876953125,0.643720269203186,0.3493293591654247,0.401187818877551,0.9880332354989588,0.3227385002563266,0.6813942193984985,0.7874418497085571,-0.1060476303100586,0.3786468505859375,0.6339253187179565,0.3966662847978004,0.3479352678571428,0.9871924598606456,0.0300068376137489,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
144k,vggss,2603,RpkcGOcFHIs_000002,people booing,2.313963523192797e-05,2.756641697487794e-05,9.800253792491276e-06,9.800253792491276e-06,3.1705003493698314e-05,1.376551608700538e-05,1.6090603821794502e-05,2.0984613001928665e-05,1.2446342225302942e-05,9.800253792491276e-06,2.249259750897181e-06,1.5120074749574997e-05,0.0,0.3125,0.25,False,0.4515038132667541,"[2154, 3331, 4599, 1088]","[""MMVkRbIJ8Ms_000000"", ""_pquL-kF_FM_000229"", ""qK24rhShDUI_000098"", ""A_oaLt-n4fQ_000220""]","[""subway, metro, underground"", ""people cheering"", ""gibbon howling"", ""playing violin, fiddle""]",0.9737523915816326,1,2802,154,3781,101,0.5870230565190777,0.6225219964981079,0.5985774397850037,0.0239445567131042,0.5941722972972973,0.5888372659683228,0.9947788803983264,0.5763911033163265,0.9902580924332928,0.5664349917453071,0.5862110257148743,0.6879048943519592,-0.1016938686370849,0.3454919763513513,0.5688000321388245,0.992712984461511,0.5579360650510204,0.9906077253962802,-0.0205880647737706,B_close,GOOD,,,,very_large,Q4,,
144k,vggss,2604,RplzKlSlbR0_000023,people booing,1.0776503586384932e-05,1.4252716937335208e-05,7.93484923633514e-06,7.920968528196681e-06,2.534388841013424e-05,1.3686417332792187e-05,1.3616083379019985e-05,1.6150464944075793e-05,9.55524228629656e-06,7.920968528196681e-06,2.366805119891069e-06,4.697474651038647e-06,1.388070813845843e-08,0.09375,0.25,False,0.6704155206680298,"[827, 1940, 4214, 1937]","[""7nglQSmcjAk_000030"", ""Ju7Kg_H2iZQ_000030"", ""l1vEAtUWXHU_000034"", ""Jte0G7PeVEM_000160""]","[""reversing beeps"", ""engine accelerating, revving, vroom"", ""dinosaurs bellowing"", ""people booing""]",0.7123325892857143,1,8,2268,8277,189,0.804775169120573,0.7484163641929626,0.6870113015174866,0.061405062675476,0.6696014404296875,0.8487493991851807,0.9395150051100994,0.6435148278061225,0.9944296331003089,0.5548096746618394,0.6368030905723572,0.7865315079689026,-0.1497284173965454,0.3000335693359375,0.617396891117096,0.8455113222728841,0.520149075255102,0.993487527344194,-0.2499654944587336,C_aud_better,GOOD,,,,very_large,Q4,,
144k,vggss,2605,RrXvtCBYmFM_000051,magpie calling,2.1608890165225603e-05,6.710652087349445e-05,2.275845690746792e-05,1.3464275070873556e-05,5.673386112903245e-05,3.478846338111907e-05,1.7856938939075917e-05,2.594460420368705e-05,1.530307054053992e-05,1.3464275070873556e-05,1.6381417253796826e-06,5.1803450332954526e-05,9.294181836594362e-06,0.1875,0.0,True,0.2280414849519729,"[3094, 3831, 3587, 4634]","[""XzqUa_35-xs_000002"", ""fvIV8Wu_-Lo_000129"", ""cocA3THl4S0_000057"", ""qhvy5UeP_fk_000007""]","[""pheasant crowing"", ""pheasant crowing"", ""eagle screaming"", ""chipmunk chirping""]",0.2795758928571428,1,723,4247,0,517,0.5325011417262902,0.7352139949798584,0.5945928692817688,0.1406211256980896,0.7248764038085938,0.7480753064155579,0.6488592097941013,0.3223254145408163,0.9873644567214702,0.4786022101804839,0.7630783319473267,0.618645191192627,0.1444331407546997,0.7530670166015625,0.7996150851249695,0.543828178027732,0.4110730229591837,0.9875171568033396,-0.0538989315458062,transition,OVER,,,CALIBRATION_RECOVERABLE,large,Q3,,
144k,vggss,2606,RrZHOh77F3Q_000042,child singing,7.102124072844163e-05,5.802659143228084e-05,4.004610309493728e-05,2.181228228437249e-05,4.9762857088353485e-05,2.0484396372921765e-05,2.869305171770975e-05,3.1003546610008925e-05,2.617339123389684e-05,2.181228228437249e-05,2.6253314899804536e-06,3.1853200198384e-05,1.8233820810564797e-05,0.875,0.75,False,0.451058566570282,"[2216, 1405, 3692, 2309]","[""N1dCXhy56po_000009"", ""DeiK0fdPv8Y_000008"", ""eIxOyj3LfJM_000007"", ""O8DtnVJN_dY_000030""]","[""police car (siren)"", ""people booing"", ""police car (siren)"", ""fire truck siren""]",0.0151466836734693,1,154,1217,0,2301,0.0248401377274963,0.7038456201553345,0.6835869550704956,0.0202586650848388,0.5536956787109375,0.7973684072494507,0.0249979374639056,0.4831393494897959,0.9906616506415796,0.0326012354152367,0.8309744000434875,0.7840580940246582,0.0469163060188293,0.59100341796875,1.0,0.0326012354152367,0.4646045918367347,0.9893818071971758,0.0077610976877404,B_close,OVER,,,PERSISTENT_OVER,small,Q1,,
144k,vggss,2607,RrlgSfQrqQc_000020,"subway, metro, underground",1.254118251381442e-05,5.044073986937292e-05,2.4618551833555102e-05,6.267237949941773e-06,6.048031718819402e-05,3.926382487406954e-05,1.828324275265913e-05,3.134226790280081e-05,1.1922230441996362e-05,6.267237949941773e-06,4.089495178050129e-06,3.8518508517881855e-05,1.835131479310803e-05,0.0625,0.0,True,0.2363611310720443,"[1244, 1125, 2804, 2624]","[""C46X66FU_Dw_000030"", ""Atrj65qRrBo_000200"", ""URosKU18wTk_000018"", ""S7WDWv7kqhg_000197""]","[""chainsawing trees"", ""railroad car, train wagon"", ""squishing water"", ""people marching""]",0.7866509885204082,1,255,0,2988,2791,0.5467402766577756,0.6776224374771118,0.8209459185600281,-0.1433234810829162,0.3167572021484375,0.6699095368385315,0.7483443708609272,0.7042012117346939,0.995301248339692,0.5202536645308523,0.6401158571243286,0.7465860843658447,-0.1064702272415161,0.3594207763671875,0.6006688475608826,0.7953371351895338,0.594108737244898,0.9941348946272256,-0.0264866121269232,B_close,GOOD,,,,very_large,Q4,,
144k,vggss,2608,RtXrVvUM8Jo_000013,people finger snapping,6.745044083800167e-05,5.7571967772673815e-05,4.021275162813254e-05,2.111757203238085e-05,4.764619370689616e-05,1.5339986930484883e-05,2.8360222131595947e-05,3.645637480076402e-05,2.495679655112326e-05,2.111757203238085e-05,3.266246267230599e-06,3.2615171221550554e-05,1.9095179595751688e-05,0.90625,0.75,False,0.4334886968135834,"[3508, 969, 924, 4945]","[""boPZxCznYbc_000030"", ""9TzyRdTYDvo_000024"", ""9-tUObAs28M_000030"", ""vpyjAR_k70Y_000066""]","[""crow cawing"", ""dog growling"", ""car passing by"", ""car engine starting""]",0.4750876913265306,1,2,517,5023,176,0.6025548690345325,0.6906419396400452,0.646648645401001,0.0439932942390441,0.6015472412109375,0.6668344736099243,0.8620857964097836,0.3674864477040816,0.9926182911597504,0.4069680413142729,0.6145980358123779,0.6800888776779175,-0.0654908418655395,0.3992919921875,0.4562043845653534,0.7903917435860164,0.2742147640306122,0.9893943192638956,-0.1955868277202596,C_aud_better,GOOD,,,,very_large,Q4,,
144k,vggss,2609,Rtg1SUrxOPY_000130,people coughing,0.0001593613997101,8.505777805112302e-05,3.173126606270671e-05,3.173126606270671e-05,0.0001215186639456,5.843055623699911e-05,5.497036545420997e-05,7.239205297082663e-05,4.235687083564699e-05,3.173126606270671e-05,8.623555004305672e-06,4.270090721547604e-05,0.0,0.75,1.0,False,0.4979776442050934,"[3363, 1822, 3527, 3803]","[""a7-ewvYJgiQ_000121"", ""IUgHJv3LBns_000089"", ""c-_S5Tt-gbw_000490"", ""fdFk48aKQ_c_000239""]","[""electric grinder grinding"", ""people eating crisps"", ""typing on typewriter"", ""people eating crisps""]",0.0898238201530612,2,0,1288,606,765,0.106934761375501,0.7187217473983765,0.7453688383102417,-0.0266470909118652,0.4536590576171875,0.7044597268104553,0.111957403293487,0.5651905293367347,0.9902660226164248,0.085026808764149,0.6187907457351685,0.6837287545204163,-0.0649380087852478,0.394866943359375,0.5700021982192993,0.0908544348564153,0.5635363520408163,0.988340397925616,-0.0219079526113519,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,medium,Q1,,
144k,vggss,2610,RuCO6UGsRHI_000313,barn swallow calling,2.5076597012230195e-05,6.056568963686004e-05,4.502187584876083e-05,8.13774204289075e-06,5.898923700442538e-05,3.566827217582613e-05,1.1606181942624971e-05,1.958060784090776e-05,1.0213265341008082e-05,8.13774204289075e-06,1.2714282320303028e-06,5.035242429585196e-05,3.688413562485948e-05,0.28125,0.0,True,0.1686312109231948,"[925, 789, 4717, 1360]","[""90q-9qr7-Qg_000075"", ""7JqR7JlgRlE_000030"", ""rmzYDIM8xsM_000028"", ""DFf71XYDX3g_000016""]","[""chipmunk chirping"", ""turkey gobbling"", ""woodpecker pecking tree"", ""chipmunk chirping""]",0.1842713647959183,1,361,412,0,1008,0.4731288949219473,0.8059889674186707,0.7980924844741821,0.0078964829444885,0.5546722412109375,0.8293315768241882,0.5241643311231117,0.2915537308673469,0.9882447070491532,0.5143168278777784,0.8148553967475891,0.7802039980888367,0.0346513986587524,0.603515625,0.8683755397796631,0.5578018618868973,0.2868702168367347,0.9847132202740576,0.0411879329558311,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
